Model,Crypto,Train Start Date,Train End Date,Test Start Date,Test End Date,Predicted,Result,Consistency
gbc_model,bitcoin,2022-01-01,2023-02-04,2023-02-05,2023-02-25,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0",57.14%
gbc_model,bitcoin,2022-01-01,2023-01-14,2023-01-15,2023-02-05,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0",45.45%
gbc_model,bitcoin,2022-01-01,2022-12-24,2022-12-25,2023-01-15,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1","0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0",59.09%
gbc_model,bitcoin,2022-01-01,2022-11-04,2022-11-05,2022-12-25,"0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0",47.06%
gbc_model,bitcoin,2020-01-01,2023-07-19,2023-07-20,2023-07-25,"0,1,0,1,0,1","0,1,0,1,0,1",100.0%
gbc_model,bitcoin,2020-01-01,2023-06-19,2023-06-20,2023-06-25,"0,0,1,0,0,0","1,1,0,1,0,0",33.33%
gbc_model,bitcoin,2020-01-01,2023-05-19,2023-05-20,2023-05-25,"1,0,1,1,0,1","1,0,1,1,0,1",100.0%
gbc_model,bitcoin,2020-01-01,2023-04-19,2023-04-20,2023-04-25,"1,1,1,1,1,1","0,0,1,0,0,1",33.33%
gbc_model,bitcoin,2020-01-01,2023-03-19,2023-03-20,2023-03-25,"1,1,1,1,0,1","0,1,0,1,0,1",66.67%
gbc_model,bitcoin,2020-01-01,2023-02-19,2023-02-20,2023-02-25,"0,1,0,0,0,1","1,0,0,0,0,0",50.0%
gbc_model,bitcoin,2020-01-01,2023-01-19,2023-01-20,2023-01-25,"0,1,0,0,0,1","1,1,0,1,0,1",66.67%
gbc_model,bitcoin,2020-01-01,2022-12-19,2022-12-20,2022-12-25,"0,0,1,1,1,1","1,0,1,0,1,0",50.0%
gbc_model,bitcoin,2020-01-01,2022-11-19,2022-11-20,2022-11-25,"1,1,1,0,1,1","0,0,1,1,0,0",16.67%
gbc_model,bitcoin,2020-01-01,2022-10-19,2022-10-20,2022-10-25,"1,1,1,1,1,1","0,1,1,1,0,1",66.67%
gbc_model,bitcoin,2020-01-01,2022-09-19,2022-09-20,2022-09-25,"1,0,0,0,0,0","0,0,1,0,0,0",66.67%
gbc_model,bitcoin,2020-01-01,2022-08-19,2022-08-20,2022-08-25,"0,1,1,0,0,1","1,1,0,1,0,1",50.0%
gbc_model,bitcoin,2020-01-01,2022-07-19,2022-07-20,2022-07-25,"0,0,0,0,0,1","0,0,0,0,1,0",66.67%
gbc_model,bitcoin,2020-01-01,2022-06-19,2022-06-20,2022-06-25,"1,1,1,1,1,1","1,1,0,1,1,1",83.33%
gbc_model,bitcoin,2020-01-01,2022-05-19,2022-05-20,2022-05-25,"1,1,1,1,1,1","0,1,1,0,1,0",50.0%
gbc_model,bitcoin,2020-01-01,2022-04-19,2022-04-20,2022-04-25,"0,0,0,0,1,1","0,0,0,0,0,1",83.33%
gbc_model,bitcoin,2020-01-01,2022-03-19,2022-03-20,2022-03-25,"1,1,1,0,1,0","0,0,1,1,1,1",33.33%
gbc_model,bitcoin,2020-01-01,2022-02-19,2022-02-20,2022-02-25,"0,1,1,1,1,1","0,0,1,0,1,1",66.67%
gbc_model,bitcoin,2020-01-01,2022-01-19,2022-01-20,2022-01-25,"1,1,1,1,1,1","0,0,0,1,1,1",50.0%
gbc_model,bitcoin,2020-01-01,2021-12-19,2021-12-20,2021-12-25,"1,0,0,1,0,1","1,1,0,1,0,0",66.67%
gbc_model,bitcoin,2020-01-01,2021-11-19,2021-11-20,2021-11-25,"1,0,1,1,1,1","1,0,0,1,0,1",66.67%
gbc_model,bitcoin,2020-01-01,2021-10-19,2021-10-20,2021-10-25,"0,0,1,1,0,1","1,0,0,1,0,1",66.67%
gbc_model,bitcoin,2020-01-01,2021-09-19,2021-09-20,2021-09-25,"1,1,1,0,0,1","0,0,1,1,0,1",50.0%
gbc_model,bitcoin,2020-01-01,2021-08-19,2021-08-20,2021-08-25,"1,1,1,1,1,1","1,0,1,1,0,1",66.67%
gbc_model,bitcoin,2020-01-01,2021-07-19,2021-07-20,2021-07-25,"1,1,0,1,0,0","0,1,1,1,1,1",33.33%
gbc_model,bitcoin,2020-01-01,2021-06-19,2021-06-20,2021-06-25,"0,0,0,0,0,0","1,0,1,1,1,0",33.33%
gbc_model,bitcoin,2020-01-01,2021-05-19,2021-05-20,2021-05-25,"0,1,0,0,0,0","1,0,1,0,1,0",33.33%
gbc_model,bitcoin,2020-01-01,2021-04-19,2021-04-20,2021-04-25,"1,1,1,1,0,1","1,0,0,0,0,0",33.33%
gbc_model,bitcoin,2020-01-01,2021-03-19,2021-03-20,2021-03-25,"1,0,1,1,0,1","1,0,0,1,0,0",66.67%
gbc_model,bitcoin,2020-01-01,2021-02-19,2021-02-20,2021-02-25,"0,0,0,1,1,1","1,1,0,0,1,0",33.33%
gbc_model,bitcoin,2020-01-01,2021-01-19,2021-01-20,2021-01-25,"1,1,1,1,1,0","0,0,1,0,1,1",33.33%
gbc_model,bitcoin,2022-01-01,2023-07-19,2023-07-20,2023-07-25,"1,1,0,1,1,1","0,1,0,1,0,1",66.67%
gbc_model,bitcoin,2022-01-01,2023-06-19,2023-06-20,2023-06-25,"0,0,1,1,1,1","1,1,0,1,0,0",16.67%
gbc_model,bitcoin,2022-01-01,2023-05-19,2023-05-20,2023-05-25,"0,0,0,0,0,0","1,0,1,1,0,1",33.33%
gbc_model,bitcoin,2022-01-01,2023-04-19,2023-04-20,2023-04-25,"0,0,0,0,0,0","0,0,1,0,0,1",66.67%
gbc_model,bitcoin,2022-01-01,2023-03-19,2023-03-20,2023-03-25,"1,1,0,1,0,1","0,1,0,1,0,1",83.33%
gbc_model,bitcoin,2022-01-01,2023-02-19,2023-02-20,2023-02-25,"0,1,1,0,0,0","1,0,0,0,0,0",50.0%
gbc_model,bitcoin,2022-01-01,2023-01-19,2023-01-20,2023-01-25,"1,1,0,0,1,1","1,1,0,1,0,1",66.67%
gbc_model,bitcoin,2022-01-01,2022-12-19,2022-12-20,2022-12-25,"1,0,0,0,0,0","1,0,1,0,1,0",66.67%
gbc_model,bitcoin,2022-01-01,2022-11-19,2022-11-20,2022-11-25,"1,1,1,1,1,1","0,0,1,1,0,0",33.33%
gbc_model,bitcoin,2022-01-01,2022-10-19,2022-10-20,2022-10-25,"0,1,1,1,0,0","0,1,1,1,0,1",83.33%
gbc_model,bitcoin,2022-01-01,2022-09-19,2022-09-20,2022-09-25,"1,1,1,1,1,1","0,0,1,0,0,0",16.67%
gbc_model,bitcoin,2022-01-01,2022-08-19,2022-08-20,2022-08-25,"1,0,0,1,0,0","1,1,0,1,0,1",66.67%
gbc_model,bitcoin,2022-01-01,2022-07-19,2022-07-20,2022-07-25,"0,0,0,0,0,0","0,0,0,0,1,0",83.33%
gbc_model,bitcoin,2022-01-01,2022-06-19,2022-06-20,2022-06-25,"1,1,1,1,1,0","1,1,0,1,1,1",66.67%
gbc_model,bitcoin,2022-01-01,2022-05-19,2022-05-20,2022-05-25,"0,0,0,0,1,1","0,1,1,0,1,0",50.0%
gbc_model,bitcoin,2022-01-01,2022-04-19,2022-04-20,2022-04-25,"0,0,0,0,0,0","0,0,0,0,0,1",83.33%
gbc_model,bitcoin,2022-01-01,2022-03-19,2022-03-20,2022-03-25,"1,1,1,0,1,1","0,0,1,1,1,1",50.0%
gbc_model,bitcoin,2022-01-01,2022-02-19,2022-02-20,2022-02-25,"1,1,1,1,1,1","0,0,1,0,1,1",50.0%
gbc_model,bitcoin,2020-01-01,2023-07-19,2023-07-20,2023-07-30,"0,0,0,1,0,1,1,0,1,0,0","0,1,0,1,0,1,1,0,1,1,0",81.82%
gbc_model,bitcoin,2020-01-01,2023-06-19,2023-06-20,2023-06-30,"0,0,1,0,0,0,0,0,0,1,1","1,1,0,1,0,0,0,1,0,1,1",54.55%
gbc_model,bitcoin,2020-01-01,2023-05-19,2023-05-20,2023-05-30,"1,0,1,1,0,1,0,0,0,0,1","1,0,1,1,0,1,1,1,1,0,0",63.64%
gbc_model,bitcoin,2020-01-01,2023-04-19,2023-04-20,2023-04-30,"1,1,1,1,1,1,1,1,0,0,0","0,0,1,0,0,1,1,1,0,0,1",54.55%
gbc_model,bitcoin,2020-01-01,2023-03-19,2023-03-20,2023-03-30,"1,1,1,1,0,1,0,0,0,1,0","0,1,0,1,0,1,1,0,1,1,0",63.64%
gbc_model,bitcoin,2020-01-01,2023-02-19,2023-02-20,2023-02-28,"0,0,0,0,0,1,0,1,0","1,0,0,0,0,0,1,0,0",55.56%
gbc_model,bitcoin,2020-01-01,2023-01-19,2023-01-20,2023-01-30,"0,0,0,0,0,1,1,1,0,1,0","1,1,0,1,0,1,0,1,0,1,0",63.64%
gbc_model,bitcoin,2020-01-01,2022-07-19,2022-07-20,2022-07-30,"1,0,0,0,1,1,1,1,1,1,1","0,0,0,0,1,0,0,1,1,1,0",63.64%
gbc_model,bitcoin,2020-01-01,2022-06-19,2022-06-20,2022-06-30,"1,1,1,1,1,1,0,1,1,1,1","1,1,0,1,1,1,0,0,0,0,0",54.55%
gbc_model,bitcoin,2020-01-01,2022-05-19,2022-05-20,2022-05-30,"1,1,0,1,0,0,1,1,1,0,0","0,1,1,0,1,0,0,0,1,1,1",27.27%
gbc_model,bitcoin,2020-01-01,2022-04-19,2022-04-20,2022-04-30,"0,0,0,0,1,1,1,1,1,0,1","0,0,0,0,0,1,0,1,1,0,0",72.73%
gbc_model,bitcoin,2020-01-01,2022-03-19,2022-03-20,2022-03-30,"1,1,1,0,1,0,1,1,1,1,1","0,0,1,1,1,1,1,1,1,1,0",54.55%
gbc_model,bitcoin,2020-01-01,2022-02-19,2022-02-20,2022-02-28,"0,1,1,1,1,1,1,1,1","0,0,1,0,1,1,0,0,1",55.56%
gbc_model,bitcoin,2020-01-01,2022-01-19,2022-01-20,2022-01-30,"1,1,1,1,1,1,1,1,1,1,1","0,0,0,1,1,1,0,1,1,1,0",54.55%
gbc_model,bitcoin,2020-01-01,2021-07-19,2021-07-20,2021-07-30,"1,1,0,1,0,0,0,1,1,0,0","0,1,1,1,1,1,1,1,1,0,1",45.45%
gbc_model,bitcoin,2020-01-01,2021-06-19,2021-06-20,2021-06-30,"0,0,0,0,0,0,1,1,1,1,0","1,0,1,1,1,0,1,1,0,1,0",54.55%
gbc_model,bitcoin,2020-01-01,2021-05-19,2021-05-20,2021-05-30,"0,0,0,0,0,0,0,0,0,0,0","1,0,1,0,1,0,1,0,0,0,1",54.55%
gbc_model,bitcoin,2020-01-01,2021-04-19,2021-04-20,2021-04-30,"1,1,1,1,1,1,1,1,1,1,1","1,0,0,0,0,0,1,1,0,0,1",36.36%
gbc_model,bitcoin,2020-01-01,2021-03-19,2021-03-20,2021-03-30,"1,0,1,1,0,1,1,1,1,1,1","1,0,0,1,0,0,1,1,0,1,1",72.73%
gbc_model,bitcoin,2020-01-01,2021-02-19,2021-02-20,2021-02-28,"0,0,0,1,1,1,1,1,1","1,1,0,0,1,0,0,1,0",33.33%
gbc_model,bitcoin,2020-01-01,2021-01-19,2021-01-20,2021-01-30,"1,1,1,1,1,0,0,0,1,1,0","0,0,1,0,1,1,1,0,1,1,1",45.45%
gbc_model,bitcoin,2020-01-01,2020-07-19,2020-07-20,2020-07-30,"0,1,0,0,1,1,1,1,0,1,0","0,1,1,1,0,1,1,1,0,1,1",63.64%
gbc_model,bitcoin,2020-01-01,2020-06-19,2020-06-20,2020-06-30,"1,0,1,1,0,1,1,1,0,0,0","1,0,1,0,0,0,0,0,1,1,0",45.45%
gbc_model,bitcoin,2020-01-01,2020-05-19,2020-05-20,2020-05-30,"0,1,0,0,0,0,1,1,1,1,1","0,0,1,1,0,1,0,1,1,0,1",45.45%
gbc_model,bitcoin,2020-01-01,2020-04-19,2020-04-20,2020-04-30,"1,1,1,0,0,0,0,0,0,1,1","0,0,1,1,1,1,1,1,0,1,0",27.27%
gbc_model,bitcoin,2020-01-01,2020-03-19,2020-03-20,2020-03-30,"0,0,0,0,0,0,0,0,1,1,0","1,0,0,1,1,0,1,0,0,0,1",36.36%
gbc_model,bitcoin,2020-01-01,2020-02-19,2020-02-20,2020-02-28,"1,0,0,0,0,1,1,1,1","0,1,0,1,0,0,0,0,0",22.22%
gbc_model,bitcoin,2020-01-01,2023-07-19,2023-07-20,2023-07-25,"0,1,0,1,0,1","0,1,0,1,0,1",100.0%
gbc_model,bitcoin,2020-01-01,2023-06-19,2023-06-20,2023-06-25,"0,0,0,1,0,0","1,1,0,1,0,0",66.67%
gbc_model,bitcoin,2020-01-01,2023-05-19,2023-05-20,2023-05-25,"0,0,1,0,0,1","1,0,1,1,0,1",66.67%
gbc_model,bitcoin,2020-01-01,2023-04-19,2023-04-20,2023-04-25,"1,1,1,0,1,0","0,0,1,0,0,1",33.33%
gbc_model,bitcoin,2020-01-01,2023-03-19,2023-03-20,2023-03-25,"0,0,0,0,1,1","0,1,0,1,0,1",50.0%
gbc_model,bitcoin,2020-01-01,2023-02-19,2023-02-20,2023-02-25,"0,0,0,0,0,0","1,0,0,0,0,0",83.33%
gbc_model,bitcoin,2020-01-01,2023-01-19,2023-01-20,2023-01-25,"1,0,0,1,1,1","1,1,0,1,0,1",66.67%
gbc_model,bitcoin,2020-01-01,2022-12-19,2022-12-20,2022-12-25,"0,0,1,0,0,1","1,0,1,0,1,0",50.0%
gbc_model,bitcoin,2020-01-01,2022-11-19,2022-11-20,2022-11-25,"0,1,1,0,1,1","0,0,1,1,0,0",33.33%
gbc_model,bitcoin,2020-01-01,2022-10-19,2022-10-20,2022-10-25,"0,1,1,0,0,0","0,1,1,1,0,1",66.67%
gbc_model,bitcoin,2020-01-01,2022-09-19,2022-09-20,2022-09-25,"1,1,1,0,1,1","0,0,1,0,0,0",33.33%
gbc_model,bitcoin,2020-01-01,2022-08-19,2022-08-20,2022-08-25,"0,0,0,0,0,0","1,1,0,1,0,1",33.33%
gbc_model,bitcoin,2020-01-01,2022-07-19,2022-07-20,2022-07-25,"1,0,0,0,0,0","0,0,0,0,1,0",66.67%
gbc_model,bitcoin,2020-01-01,2022-06-19,2022-06-20,2022-06-25,"1,1,1,1,1,1","1,1,0,1,1,1",83.33%
gbc_model,bitcoin,2020-01-01,2022-05-19,2022-05-20,2022-05-25,"0,1,0,0,1,0","0,1,1,0,1,0",83.33%
gbc_model,bitcoin,2020-01-01,2022-04-19,2022-04-20,2022-04-25,"1,1,1,1,1,1","0,0,0,0,0,1",16.67%
gbc_model,bitcoin,2020-01-01,2022-03-19,2022-03-20,2022-03-25,"0,1,1,0,1,0","0,0,1,1,1,1",50.0%
gbc_model,bitcoin,2020-01-01,2022-02-19,2022-02-20,2022-02-25,"1,1,1,1,1,1","0,0,1,0,1,1",50.0%
gbc_model,bitcoin,2020-01-01,2022-01-19,2022-01-20,2022-01-25,"1,1,1,1,1,0","0,0,0,1,1,1",33.33%
gbc_model,bitcoin,2020-01-01,2021-12-19,2021-12-20,2021-12-25,"0,1,0,0,0,1","1,1,0,1,0,0",50.0%
gbc_model,bitcoin,2020-01-01,2021-11-19,2021-11-20,2021-11-25,"0,0,1,1,0,1","1,0,0,1,0,1",66.67%
gbc_model,bitcoin,2020-01-01,2021-10-19,2021-10-20,2021-10-25,"0,0,0,0,0,0","1,0,0,1,0,1",50.0%
gbc_model,bitcoin,2020-01-01,2021-09-19,2021-09-20,2021-09-25,"1,1,1,0,0,1","0,0,1,1,0,1",50.0%
gbc_model,bitcoin,2020-01-01,2021-08-19,2021-08-20,2021-08-25,"1,1,1,1,0,1","1,0,1,1,0,1",83.33%
gbc_model,bitcoin,2020-01-01,2021-07-19,2021-07-20,2021-07-25,"1,1,0,0,0,0","0,1,1,1,1,1",16.67%
gbc_model,bitcoin,2020-01-01,2021-06-19,2021-06-20,2021-06-25,"0,0,1,0,1,0","1,0,1,1,1,0",66.67%
gbc_model,bitcoin,2020-01-01,2021-05-19,2021-05-20,2021-05-25,"1,0,1,0,1,0","1,0,1,0,1,0",100.0%
gbc_model,bitcoin,2020-01-01,2021-04-19,2021-04-20,2021-04-25,"1,1,1,1,1,1","1,0,0,0,0,0",16.67%
gbc_model,bitcoin,2020-01-01,2021-03-19,2021-03-20,2021-03-25,"0,0,1,1,0,1","1,0,0,1,0,0",50.0%
gbc_model,bitcoin,2020-01-01,2021-02-19,2021-02-20,2021-02-25,"1,0,0,1,1,0","1,1,0,0,1,0",66.67%
gbc_model,bitcoin,2020-01-01,2021-01-19,2021-01-20,2021-01-25,"1,1,1,1,1,1","0,0,1,0,1,1",50.0%
gbc_model,bitcoin,2022-01-01,2023-07-19,2023-07-20,2023-07-25,"1,1,1,1,0,1","0,1,0,1,0,1",66.67%
gbc_model,bitcoin,2022-01-01,2023-06-19,2023-06-20,2023-06-25,"0,0,0,0,0,0","1,1,0,1,0,0",50.0%
gbc_model,bitcoin,2022-01-01,2023-05-19,2023-05-20,2023-05-25,"0,0,0,1,0,1","1,0,1,1,0,1",66.67%
gbc_model,bitcoin,2022-01-01,2023-04-19,2023-04-20,2023-04-25,"0,1,1,1,1,1","0,0,1,0,0,1",50.0%
gbc_model,bitcoin,2022-01-01,2023-03-19,2023-03-20,2023-03-25,"1,0,0,0,0,0","0,1,0,1,0,1",33.33%
gbc_model,bitcoin,2022-01-01,2023-02-19,2023-02-20,2023-02-25,"0,0,0,0,0,0","1,0,0,0,0,0",83.33%
gbc_model,bitcoin,2022-01-01,2023-01-19,2023-01-20,2023-01-25,"0,0,0,0,0,0","1,1,0,1,0,1",33.33%
gbc_model,bitcoin,2022-01-01,2022-12-19,2022-12-20,2022-12-25,"1,0,0,0,0,1","1,0,1,0,1,0",50.0%
gbc_model,bitcoin,2022-01-01,2022-11-19,2022-11-20,2022-11-25,"1,1,1,1,1,1","0,0,1,1,0,0",33.33%
gbc_model,bitcoin,2022-01-01,2022-10-19,2022-10-20,2022-10-25,"0,1,0,0,0,0","0,1,1,1,0,1",50.0%
gbc_model,bitcoin,2022-01-01,2022-09-19,2022-09-20,2022-09-25,"1,1,1,1,1,1","0,0,1,0,0,0",16.67%
gbc_model,bitcoin,2022-01-01,2022-08-19,2022-08-20,2022-08-25,"1,1,1,1,1,0","1,1,0,1,0,1",50.0%
gbc_model,bitcoin,2022-01-01,2022-07-19,2022-07-20,2022-07-25,"1,0,0,1,0,0","0,0,0,0,1,0",50.0%
gbc_model,bitcoin,2022-01-01,2022-06-19,2022-06-20,2022-06-25,"1,1,1,1,1,0","1,1,0,1,1,1",66.67%
gbc_model,bitcoin,2022-01-01,2022-05-19,2022-05-20,2022-05-25,"0,0,0,0,0,0","0,1,1,0,1,0",50.0%
gbc_model,bitcoin,2022-01-01,2022-04-19,2022-04-20,2022-04-25,"1,0,0,0,1,0","0,0,0,0,0,1",50.0%
gbc_model,bitcoin,2022-01-01,2022-03-19,2022-03-20,2022-03-25,"1,1,1,0,1,1","0,0,1,1,1,1",50.0%
gbc_model,bitcoin,2022-01-01,2022-02-19,2022-02-20,2022-02-25,"0,0,1,1,1,1","0,0,1,0,1,1",83.33%
gbc_model,bitcoin,2020-01-01,2023-09-08,2023-09-09,2023-09-09,0,0,100.0%
gbc_model,bitcoin,2020-01-01,2023-09-25,2023-09-26,2023-09-26,1,0,0.0%
