date,bitcoin_price,negative,neutral,positive,currency_price,interest_rate,moving_average,gain,loss,avg_gain,avg_loss,rs,rsi,macd_line,signal_line,macd_histogram,movement
2020-01-07,7734.675515785289,1.0,0.0,0.0,0.89,1.55,7298.447667097324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2020-01-08,8147.415237636371,1.0,0.0,0.0,0.86,1.55,7434.48500169823,412.73972,0.0,0.0,0.0,0.0,0.0,32.925106,6.585021,26.340084,0
2020-01-09,8045.789124592971,1.0,0.0,0.0,0.83,1.55,7556.20420978864,0.0,-101.626114,0.0,0.0,0.0,0.0,50.238987,15.315815,34.923172,0
2020-01-10,7832.795643840387,0.0,0.0,0.0,0.85,1.54,7680.33882262534,0.0,-212.99348,0.0,0.0,0.0,0.0,46.24054,21.50076,24.739779,1
2020-01-11,8180.513169803805,1.0,0.0,0.0,0.84,1.54,7806.076856125154,347.71753,0.0,0.0,0.0,0.0,0.0,70.31904,31.264416,39.054626,0
2020-01-12,8012.085781814529,2.0,0.0,0.0,0.83,1.54,7900.463817360569,0.0,-168.42738,0.0,0.0,0.0,0.0,74.94681,40.000893,34.94591,1
2020-01-13,8171.401185320944,0.0,0.0,0.0,0.9,1.54,8017.810808399185,159.3154,0.0,0.0,0.0,0.0,0.0,90.427376,50.08619,40.341187,0
2020-01-14,8110.647964503772,0.0,0.0,0.0,0.9,1.54,8071.521158216112,0.0,-60.75322,0.0,0.0,0.0,0.0,96.6791,59.404774,37.27433,1
2020-01-15,8801.871213137745,2.0,0.0,0.0,0.9,1.54,8165.014869002022,691.22327,0.0,0.0,0.0,0.0,0.0,155.61574,78.646965,76.96877,1
2020-01-16,8820.85010599613,2.0,0.0,1.0,0.9,1.54,8275.737866345331,18.978893,0.0,0.0,0.0,0.0,0.0,201.53175,103.22392,98.30783,0
2020-01-17,8720.91950137424,0.0,0.0,0.0,0.9,1.55,8402.612703135881,0.0,-99.9306,0.0,0.0,0.0,0.0,227.23752,128.02664,99.21087,1
2020-01-18,8902.568995225329,0.0,0.0,0.0,0.9,1.55,8505.763535338954,181.64949,0.0,0.0,0.0,0.0,0.0,259.27832,154.27698,105.00133,1
2020-01-19,8906.902675151074,1.0,0.0,1.0,0.9,1.55,8633.594520101318,4.33368,0.0,0.0,0.0,0.0,0.0,281.77246,179.77608,101.99639,0
2020-01-20,8690.380569544623,4.0,0.0,1.0,0.9,1.55,8707.734432133273,0.0,-216.52211,129.71129,-61.446636,-2.1109583,190.0123850393915,278.9126,199.60338,79.30921,0
2020-01-21,8631.253954333763,1.0,1.0,1.0,0.9,1.55,8782.1067163947,0.0,-59.126614,129.71129,-65.66997,-1.9751995,202.54312266644234,268.7768,213.43806,55.338737,1
2020-01-22,8724.818622931474,1.0,0.0,1.0,0.9,1.55,8771.099203508089,93.56467,0.0,106.91306,-65.66997,-1.6280359,259.22655659037264,265.2365,223.79774,41.438766,0
2020-01-23,8665.436914096897,3.0,0.0,0.0,0.9,1.55,8748.897318951056,0.0,-59.38171,106.91306,-62.652508,-1.7064451,241.55382116912318,254.70316,229.97884,24.724323,0
2020-01-24,8415.956027335538,0.0,0.0,2.0,0.9,1.55,8705.331108374101,0.0,-249.48088,106.91306,-65.25875,-1.6382947,256.66745473446315,223.6463,228.71233,-5.066018,1
2020-01-25,8432.096675789418,0.0,0.0,1.0,0.9,1.55,8638.120777026114,16.140648,0.0,83.229004,-65.25875,-1.2753692,463.14881862479183,198.05292,222.58044,-24.527525,0
2020-01-26,8348.665665079325,2.0,0.0,0.0,0.91,1.55,8558.372632730148,0.0,-83.43101,83.229004,-59.187584,-1.4061903,346.19004098664556,169.08864,211.88208,-42.79344,1
2020-01-27,8595.728298493115,0.0,0.0,3.0,0.91,1.55,8544.85087972279,247.06264,0.0,89.49666,-59.187584,-1.5120851,295.2800391112856,164.1776,202.34119,-38.163593,1
2020-01-28,8879.335548714553,1.0,0.0,0.0,0.91,1.55,8580.291107491475,283.60724,0.0,109.754326,-54.84807,-2.001061,199.8940203429479,181.08289,198.08952,-17.006647,1
2020-01-29,9320.805853868467,0.0,0.0,1.0,0.91,1.55,8665.432140482473,441.4703,0.0,91.914825,-54.84807,-1.675808,247.97102977438078,227.48114,203.96785,23.513292,0
2020-01-30,9276.893821086494,2.0,0.0,3.0,0.91,1.6,8752.783127195273,0.0,-43.912033,90.55919,-57.984642,-1.5617789,278.00595374203385,257.73773,214.72182,43.0159,1
2020-01-31,9509.80513557522,1.0,0.0,0.0,0.9,1.59,8909.047285515227,232.91132,0.0,107.19572,-50.84674,-2.1082122,190.23543198708546,297.08566,231.1946,65.89107,0
2020-02-01,9308.060285564778,1.0,0.0,1.0,0.89,1.59,9034.184944054565,0.0,-201.74484,94.22075,-65.25709,-1.4438393,325.3067406579694,308.43463,246.6426,61.792023,1
2020-02-02,9363.22420680057,1.0,0.0,0.0,0.89,1.59,9179.121878586171,55.16392,0.0,97.85148,-65.25709,-1.4994767,300.20953353073327,318.21188,260.95645,57.25542,0
2020-02-03,9338.416631939404,0.0,0.0,3.0,0.89,1.59,9285.22021193564,0.0,-24.807575,97.85148,-51.56319,-1.8977003,211.3957572828255,320.2668,272.8185,47.448288,0
2020-02-04,9308.91270229121,2.0,0.0,1.0,0.91,1.59,9346.588376732307,0.0,-29.50393,97.85148,-49.447285,-1.9789051,202.154955675607,315.87344,281.4295,34.443947,0
2020-02-05,9179.95928107711,1.0,0.0,1.0,0.9,1.59,9326.467437762112,0.0,-128.95341,91.16829,-58.658245,-1.5542281,280.431126097975,298.5448,284.85257,13.692221,1
2020-02-06,9592.18387389791,5.0,0.0,0.0,0.89,1.59,9371.50887387803,412.22458,0.0,120.61291,-54.416695,-2.2164688,182.20514757889325,314.44998,290.77206,23.677937,1
2020-02-07,9744.636578159389,4.0,0.0,1.0,0.88,1.58,9405.056222818623,152.4527,0.0,131.50238,-36.59663,-3.5932922,138.5610234836571,335.48932,299.7155,35.773815,1
2020-02-08,9799.448455824684,0.0,0.0,0.0,0.86,1.58,9475.254532855755,54.81188,0.0,134.26462,-36.59663,-3.6687698,137.47044664780813,352.52234,310.2769,42.245472,1
2020-02-09,9890.701658194865,2.0,0.0,0.0,0.84,1.58,9550.608454483512,91.253204,0.0,140.7827,-30.637272,-4.5951447,127.8152916294307,369.12943,322.0474,47.082035,1
2020-02-10,10148.379719131784,3.0,0.0,0.0,0.85,1.58,9666.317466939565,257.67807,0.0,141.54094,-30.637272,-4.619894,127.62511938059106,398.48956,337.33582,61.153748,0
2020-02-11,9890.121224019967,5.0,0.0,1.0,0.86,1.58,9749.347255757957,0.0,-258.25848,121.28329,-49.08431,-2.4709177,167.98476872162408,396.34952,349.13855,47.210964,1
2020-02-12,10226.925769215322,3.0,0.0,1.0,0.83,1.58,9898.913896920561,336.80453,0.0,113.80716,-49.08431,-2.3186057,175.83767799261378,417.02365,362.71558,54.30807,1
2020-02-13,10328.897565836414,2.0,0.0,0.0,0.92,1.58,10004.158710054633,101.971794,0.0,121.09086,-45.947735,-2.6354043,161.14695637311024,436.60342,377.49313,59.110275,0
2020-02-14,10221.260309201634,3.0,0.0,1.0,0.92,1.58,10072.247814489237,0.0,-107.63726,104.45434,-53.63611,-1.9474629,205.54502311832232,438.3817,389.67087,48.710854,1
2020-02-15,10320.157140513991,1.0,0.0,1.0,0.92,1.58,10146.634769444852,98.89683,0.0,111.518394,-39.22576,-2.8429885,154.25969607401004,442.66837,400.27036,42.398003,0
2020-02-16,9894.136123789158,1.0,0.0,0.0,0.92,1.58,10147.125407386895,0.0,-426.02103,107.57812,-69.65584,-1.5444236,283.6805057468421,406.99762,401.6158,5.381804,1
2020-02-17,9943.673602578743,3.0,0.0,0.0,0.92,1.58,10117.881676450746,49.53748,0.0,111.11651,-67.883865,-1.6368618,257.01993788354645,378.364,396.96545,-18.601444,0
2020-02-18,9723.605026422496,1.0,0.0,1.0,0.92,1.59,10094.093648222537,0.0,-220.06857,111.11651,-81.49563,-1.3634659,375.12898104199655,334.0631,384.38498,-50.321884,1
2020-02-19,10133.817417084678,4.0,0.0,0.0,0.92,1.59,10080.792455061017,410.2124,0.0,140.41739,-72.28467,-1.9425613,206.0939049975927,328.2709,373.16217,-44.89125,0
2020-02-20,9618.409248250406,4.0,1.0,0.0,0.92,1.59,9979.294123977303,0.0,-515.40814,110.97278,-109.09953,-1.0171701,5924.105665498628,278.87674,354.30508,-75.42835,0
2020-02-21,9608.16918128246,2.0,1.0,1.0,0.92,1.58,9891.709677131705,0.0,-10.240067,100.0833,-109.83097,-0.91124845,-1026.7406102987247,236.18262,330.68057,-94.49797,1
2020-02-22,9673.011800270346,1.0,0.0,0.0,0.92,1.58,9799.260342811185,64.84262,0.0,100.79978,-109.83097,-0.91777194,-1116.1295897051552,205.21391,305.58725,-100.373344,0
2020-02-23,9658.606058375472,2.0,0.0,0.0,0.92,1.58,9765.61319060923,0.0,-14.405742,94.28169,-110.859955,-0.85045767,-568.7069136737196,177.46288,279.96237,-102.4995,1
2020-02-24,9946.716123467522,3.0,0.0,0.0,0.92,1.58,9766.047836450482,288.11008,0.0,96.45541,-110.859955,-0.8700654,-669.6179953612794,176.68138,259.30618,-82.624794,0
2020-02-25,9670.9608064677,2.0,0.0,0.0,0.92,1.58,9758.527233599798,0.0,-275.7553,96.45541,-112.109726,-0.8603661,-616.1585845393159,152.05807,237.85655,-85.798485,0
2020-02-26,9345.342701734848,3.0,0.0,1.0,0.92,1.58,9645.88798854982,0.0,-325.6181,72.39794,-135.36816,-0.5348225,-114.97171609272107,105.05821,211.29689,-106.23868,0
2020-02-27,8801.657129472504,3.0,0.0,0.0,0.91,1.58,9529.209114438692,0.0,-543.68555,65.11424,-174.20285,-0.37378404,-59.68931696271861,23.666784,173.77087,-150.10408,0
2020-02-28,8781.175282202359,2.0,0.0,1.0,0.9,1.58,9411.067128855822,0.0,-20.481848,65.11424,-167.97746,-0.38763678,-63.30177508640398,-42.005013,130.61569,-172.62071,0
2020-02-29,8717.331431359424,3.0,0.0,0.0,0.9,1.58,9274.541361868547,0.0,-63.84385,58.050182,-172.53773,-0.3364492,-50.70436223289528,-98.07154,84.87824,-182.94978,0
2020-03-01,8552.989118581636,3.0,0.0,0.0,0.9,1.58,9116.596084755141,0.0,-164.34232,58.050182,-153.84639,-0.3773256,-60.597574343160915,-153.99062,37.104473,-191.0951,1
2020-03-02,8567.802248679225,2.0,0.0,1.0,0.89,1.59,8919.608388356814,14.81313,0.0,55.56987,-153.84639,-0.36120358,-56.5444002184324,-194.86531,-9.289483,-185.57582,1
2020-03-03,8905.876104262194,0.0,0.0,3.0,0.9,1.59,8810.310573756027,338.07385,0.0,79.718,-138.12721,-0.57713467,-136.4819110805393,-197.70009,-46.971603,-150.72849,0
2020-03-04,8756.718576742549,3.0,0.0,0.0,0.89,1.09,8726.221413042842,0.0,-149.15753,50.417118,-148.78133,-0.33886725,-51.25555617962286,-209.56668,-79.49062,-130.07607,1
2020-03-05,8758.646993191916,2.0,0.0,0.0,0.92,1.09,8720.077107859901,1.9284165,0.0,50.554863,-111.96645,-0.45151794,-82.32137222187231,-216.32182,-106.856865,-109.46496,1
2020-03-06,9038.870323233425,4.0,0.0,0.0,0.9,1.09,8756.890685150052,280.22333,0.0,70.570816,-111.235016,-0.6344298,-173.54530090525378,-196.7951,-124.84451,-71.95059,1
2020-03-07,9135.84506603321,3.0,0.0,0.0,0.89,1.09,8816.678347246308,96.97474,0.0,72.86597,-111.235016,-0.6550632,-189.90817469589,-171.51784,-134.17917,-37.33866,0
2020-03-08,8902.20195010789,5.0,0.0,0.0,0.89,1.09,8866.565894607202,0.0,-233.64311,72.86597,-126.89483,-0.5742233,-134.8648862312095,-168.3973,-141.0228,-27.374489,0
2020-03-09,8041.365538071835,1.0,0.0,1.0,0.85,1.09,8791.360650234716,0.0,-860.8364,52.28668,-188.38315,-0.27755496,-38.41883381368365,-232.70407,-159.35905,-73.34502,0
2020-03-10,7921.33200691072,2.0,0.0,0.0,0.84,1.09,8650.71149347022,0.0,-120.03353,52.28668,-177.26016,-0.29497138,-41.83821592080389,-290.01028,-185.4893,-104.520996,0
2020-03-11,7906.731528510632,1.0,0.0,1.0,0.85,1.09,8529.284772294233,0.0,-14.600478,52.28668,-155.04462,-0.33723632,-50.883344199991825,-332.7681,-214.94505,-117.82303,1
2020-03-12,7935.522040170545,2.0,1.0,0.0,0.85,1.1,8411.69549329118,28.790512,0.0,54.343143,-116.20993,-0.46762905,-87.83895214824767,-360.17886,-243.99182,-116.18706,0
2020-03-13,5142.990459018316,2.0,0.0,0.0,0.82,1.1,7855.141226974736,0.0,-2792.5315,54.343143,-314.2135,-0.17294975,-20.91163653322303,-600.31604,-315.25665,-285.05936,1
2020-03-14,5542.819542373153,2.0,0.0,1.0,0.89,1.1,7341.851866451871,399.82907,0.0,82.90236,-309.6532,-0.26772648,-36.5609930147906,-749.72125,-402.14957,-347.57166,0
2020-03-15,5214.189112383918,1.0,0.0,1.0,0.89,1.1,6814.99288963416,0.0,-328.63043,82.90236,-321.3881,-0.25795096,-34.76198238383603,-884.4483,-498.6093,-385.839,1
2020-03-16,5397.93335743919,5.0,0.0,0.0,0.89,0.25,6437.359720972354,183.74425,0.0,94.96887,-321.3881,-0.29549593,-41.94382261733017,-965.2669,-591.94086,-373.32605,0
2020-03-17,5032.501351487721,0.0,0.0,0.0,0.89,0.25,6024.669627340497,0.0,-365.432,70.82074,-347.49036,-0.20380634,-25.59758331285876,-1046.7373,-682.90015,-363.83722,1
2020-03-18,5389.41577503409,3.0,0.0,1.0,0.89,0.25,5665.053091129562,356.91443,0.0,96.31463,-336.83624,-0.285939,-40.04405995869794,-1070.167,-760.3535,-309.8135,0
2020-03-19,5376.280747845438,1.0,0.0,1.0,0.91,0.2,5299.447192225975,0.0,-13.135027,96.17688,-337.77448,-0.28473696,-39.80870901577234,-1077.3759,-823.758,-253.61784,1
2020-03-20,6170.200600237675,3.0,0.0,1.0,0.91,0.15,5446.1914981144555,793.91986,0.0,132.86949,-337.77448,-0.39336747,-64.84444144604541,-1007.41327,-860.489,-146.92426,1
2020-03-21,6195.603505257629,2.0,0.0,0.0,0.92,0.15,5539.446349955094,25.402905,0.0,127.75722,-337.77448,-0.3782323,-60.83177126973143,-939.0924,-876.2097,-62.882694,0
2020-03-22,6145.770891252399,1.0,0.0,0.0,0.92,0.15,5672.529461222021,0.0,-49.832615,127.75722,-324.64514,-0.3935288,-64.88829152038488,-878.838,-876.73535,-2.102627,0
2020-03-23,5859.647430299388,3.0,0.0,0.0,0.92,0.15,5738.488614487763,0.0,-286.12347,127.75722,-283.59424,-0.450493,-81.98130705596793,-844.4395,-870.2762,25.836664,1
2020-03-24,6456.347485963419,2.0,0.0,0.0,0.92,0.12,5941.895205127148,596.7001,0.0,170.37865,-275.0204,-0.61951274,-162.82090647280074,-760.2659,-848.2742,88.00822,1
2020-03-25,6730.173782371188,2.0,0.0,0.0,0.92,0.1,6133.432063318162,273.8263,0.0,189.93767,-273.9775,-0.6932601,-226.00908300723768,-663.81024,-811.38135,147.5711,0
2020-03-26,6695.900618397724,3.0,0.0,0.0,0.92,0.1,6321.949187682775,0.0,-34.273163,187.88121,-276.4256,-0.67968094,-212.18872272138896,-583.4088,-765.78687,182.37804,1
2020-03-27,6765.56207892991,1.0,0.0,1.0,0.9,0.1,6407.00082749595,69.66146,0.0,192.85703,-76.95905,-2.5059693,166.4024126170631,-508.2107,-714.2716,206.06094,0
2020-03-28,6397.826328325604,2.0,0.0,0.0,0.9,0.1,6435.889802219948,0.0,-367.73575,164.2978,-103.22589,-1.5916337,269.02350676147,-472.83823,-665.9849,193.14673,0
2020-03-29,6255.000398693634,3.0,0.0,0.0,0.9,0.1,6451.494017568695,0.0,-142.82593,164.2978,-89.95414,-1.8264618,220.9977225336651,-451.12982,-623.0139,171.88411,0
2020-03-30,5915.337154791903,1.0,0.0,0.0,0.9,0.09,6459.449692496198,0.0,-339.66324,151.17322,-114.2158,-1.3235754,409.0470546198531,-456.07635,-589.6264,133.55005,1
2020-03-31,6403.141235565223,1.0,0.0,0.0,0.9,0.08,6451.84879958217,487.80408,0.0,186.01636,-88.11351,-2.1110992,190.0009699548923,-415.84128,-554.8694,139.02812,1
2020-04-01,6421.70541388854,2.0,0.0,0.0,0.9,0.06,6407.781889798935,18.564178,0.0,161.84848,-88.11351,-1.836818,219.50029757416723,-378.0982,-519.51514,141.41695,1
2020-04-02,6640.797666310131,1.0,0.0,2.0,0.9,0.05,6399.910039500706,219.09225,0.0,177.49794,-87.1753,-2.0361035,196.51544753956475,-326.74118,-480.96036,154.21918,1
2020-04-03,6807.897017890566,0.0,0.0,0.0,0.9,0.05,6405.957887923658,167.09935,0.0,132.72504,-87.1753,-1.5225074,291.38482344964746,-269.45078,-438.65845,169.20766,0
2020-04-04,6732.852018394612,0.0,0.0,1.0,0.89,0.05,6453.818700790658,0.0,-75.045,130.91055,-92.53565,-1.4147038,341.1359232994936,-227.48097,-396.42294,168.94197,1
2020-04-05,6859.424923721944,1.0,1.0,0.0,0.9,0.05,6540.165061508989,126.57291,0.0,139.95148,-88.97618,-1.5729094,274.5476788311422,-181.90929,-353.5202,171.61093,0
2020-04-06,6788.048272605917,4.0,0.0,0.0,0.91,0.05,6664.838078339561,0.0,-71.37665,139.95148,-73.63712,-1.9005558,211.04252514056571,-149.82579,-312.78134,162.95554,1
2020-04-07,7297.635558289496,1.0,0.0,0.0,0.88,0.05,6792.622981585887,509.58728,0.0,133.72913,-73.63712,-1.8160559,222.54063413416304,-82.3309,-266.69125,184.36034,0
2020-04-08,7196.782202442051,1.0,0.0,2.0,0.86,0.05,6903.348237093531,0.0,-100.853355,114.170105,-80.840935,-1.4122809,342.5530800320782,-36.557327,-220.66446,184.10713,1
2020-04-09,7342.291601148024,4.0,0.0,0.0,0.85,0.05,7003.561656356086,145.5094,0.0,124.56364,-78.39285,-1.5889667,269.7888677109525,11.329355,-174.2657,185.59505,0
2020-04-10,7294.488875121554,3.0,0.0,2.0,0.84,0.05,7073.074778817657,0.0,-47.802727,119.587814,-81.807335,-1.4618227,316.5333019371037,44.90498,-130.43156,175.33655,0
2020-04-11,6864.694257006497,1.0,0.0,0.0,0.85,0.05,7091.90938433364,0.0,-429.79462,119.587814,-86.24011,-1.3866844,358.60879489965816,36.41332,-97.062584,133.4759,1
2020-04-12,6878.781212589853,1.0,0.0,0.0,0.85,0.05,7094.674568457626,14.086956,0.0,120.59403,-76.03825,-1.5859652,270.6585984672166,30.469088,-71.55625,102.02534,1
2020-04-13,6913.158787469097,1.0,0.0,1.0,0.82,0.05,7112.547499152367,34.377575,0.0,123.04957,-51.776596,-2.376548,172.64548360773574,28.207071,-51.60359,79.81066,0
2020-04-14,6857.538537511484,1.0,0.0,0.0,0.91,0.05,7049.67649618408,0.0,-55.62025,88.20642,-55.74947,-1.582193,271.76435626170803,21.676445,-36.94758,58.624023,1
2020-04-15,6860.17853570111,1.0,0.0,0.0,0.91,0.05,7001.59025807823,2.6399982,0.0,87.06898,-55.74947,-1.5617902,278.0023818409087,16.523432,-26.253378,42.77681,0
2020-04-16,6629.431738031291,0.0,0.0,1.0,0.91,0.05,6899.753134775841,0.0,-230.7468,71.41953,-72.231384,-0.9887604,-8797.112258847103,-6.109284,-22.22456,16.115274,1
2020-04-17,7059.92622475854,2.0,0.0,0.0,0.92,0.05,6866.244184723982,430.49448,0.0,90.233475,-72.231384,-1.249228,501.23897178239366,10.569593,-15.665729,26.235323,0
2020-04-18,7035.261503989225,0.0,0.0,1.0,0.92,0.05,6890.610934292942,0.0,-24.66472,90.233475,-68.6328,-1.3147283,417.73445122346425,21.549084,-8.222766,29.771849,1
2020-04-19,7242.5109294929825,0.0,0.0,0.0,0.92,0.05,6942.572322421962,207.24942,0.0,95.99608,-68.6328,-1.3986912,350.8207308611601,46.438393,2.7094655,43.728928,0
2020-04-20,7127.511949689152,0.0,0.0,1.0,0.92,0.05,6973.194202739112,0.0,-114.99898,95.99608,-71.74867,-1.3379492,395.90248265155486,56.23564,13.4147005,42.820942,0
2020-04-21,6856.456278354705,3.0,0.0,1.0,0.92,0.05,6973.039594288144,0.0,-271.05566,59.59699,-91.109795,-0.65412277,-189.11990601927852,41.648014,19.061363,22.58665,0
2020-04-22,6842.038597634602,0.0,0.0,0.0,0.92,0.05,6970.448174564357,0.0,-14.417681,59.59699,-84.935814,-0.7016709,-235.20024837152062,28.59421,20.967932,7.6262774,1
2020-04-23,7109.995291181778,1.0,0.0,1.0,0.92,0.04,7039.100110728711,267.9567,0.0,68.34322,-84.935814,-0.8046455,-411.8899411572398,39.416473,24.65764,14.758833,1
2020-04-24,7382.793144116689,3.0,0.0,0.0,0.92,0.05,7085.223956351306,272.79785,0.0,87.82878,-81.52134,-1.0773717,1392.4615438842009,69.20792,33.567696,35.64022,1
2020-04-25,7495.393587498606,2.0,0.0,0.0,0.92,0.05,7150.95711113836,112.60044,0.0,95.87167,-50.82172,-1.8864311,212.81193206594475,100.74247,47.00265,53.73982,1
2020-04-26,7538.557687279841,1.0,0.0,0.0,0.92,0.05,7193.24950510791,43.1641,0.0,97.948616,-50.82172,-1.9272982,207.8401742937931,127.744255,63.15097,64.593285,1
2020-04-27,7683.867415083342,2.0,0.0,0.0,0.92,0.04,7272.728857307081,145.30972,0.0,105.87234,-50.82172,-2.0832105,192.3181698974374,159.03539,82.32785,76.70753,1
2020-04-28,7774.281554448049,2.0,0.0,0.0,0.92,0.04,7403.846753891844,90.41414,0.0,112.33049,-46.848846,-2.3977215,171.5450064173108,188.95139,103.65256,85.29882,0
2020-04-29,7758.230255185947,4.0,0.0,0.0,0.92,0.04,7534.7312763991795,0.0,-16.0513,112.14192,-47.99537,-2.3365154,174.82143121390266,208.9561,124.713264,84.242836,1
2020-04-30,8744.430287016561,2.0,0.0,0.0,0.92,0.05,7768.221990089862,986.2,0.0,182.58478,-31.513454,-5.7938676,120.8599836676706,300.91928,159.95447,140.96481,0
2020-05-01,8610.63580374089,1.0,0.0,0.0,0.91,0.05,7943.628084321891,0.0,-133.79448,151.83517,-41.0702,-3.6969666,137.07869242303903,358.86786,199.73715,159.1307,1
2020-05-02,8824.818413551968,1.0,0.0,0.0,0.91,0.05,8133.545916615229,214.18262,0.0,167.13393,-39.308437,-4.251859,130.75164089252783,417.2653,243.24278,174.02252,1
2020-05-03,8966.307014689282,0.0,0.0,0.0,0.91,0.05,8337.510106245149,141.4886,0.0,162.43672,-39.308437,-4.132363,131.92478037989542,469.54996,288.5042,181.04575,0
2020-05-04,8888.671912686868,2.0,0.0,0.0,0.89,0.05,8509.625034474224,0.0,-77.6351,162.43672,-36.639587,-4.433367,129.12593105521344,498.9696,330.5973,168.37231,0
2020-05-05,8884.407813577056,3.0,0.0,0.0,0.9,0.05,8668.214500064083,0.0,-4.264099,162.43672,-17.583048,-9.238258,112.13848852374635,515.9928,367.6764,148.31639,1
2020-05-06,9003.240557621584,1.0,0.0,0.0,0.92,0.05,8846.073114697745,118.83274,0.0,170.92477,-16.553213,-10.325777,110.72296749404188,532.92926,400.72696,132.20232,1
2020-05-07,9144.68703972007,2.0,0.0,1.0,0.88,0.05,8903.252650798246,141.44649,0.0,161.88834,-16.553213,-9.779874,111.38968513616297,551.4089,430.86334,120.5455,1
2020-05-08,9959.166416261767,2.0,0.0,1.0,0.86,0.05,9095.89988115837,814.4794,0.0,200.57988,-16.553213,-12.117277,108.9950080663991,624.576,469.60587,154.97012,0
2020-05-09,9821.81131529702,3.0,0.0,0.0,0.84,0.05,9238.327438550521,0.0,-137.3551,192.53699,-26.364292,-7.3029456,115.86559800522333,663.82587,508.4499,155.37602,0
2020-05-10,9566.777187205966,1.0,0.0,0.0,0.84,0.05,9324.10889176719,0.0,-255.03413,189.45384,-44.581017,-4.249653,130.77251809917686,666.66766,540.09344,126.57424,0
2020-05-11,8752.617087745832,4.0,0.0,0.0,0.85,0.05,9304.672488204185,0.0,-814.1601,179.07457,-102.735306,-1.7430674,234.5772868012048,596.34955,551.34467,45.004887,0
2020-05-12,8604.75159101983,1.0,0.0,2.0,0.84,0.05,9264.721599267437,0.0,-147.8655,172.61642,-113.29713,-1.5235727,290.9954289789522,522.66547,545.6088,-22.943369,1
2020-05-13,8788.466749414652,2.0,0.0,0.0,0.88,0.05,9234.039626666448,183.71516,0.0,185.73892,-112.150604,-1.6561562,252.40272679384233,473.63477,531.214,-57.579227,1
2020-05-14,9283.08601265873,4.0,0.0,0.0,0.92,0.05,9253.810908514828,494.61926,0.0,150.62602,-112.150604,-1.3430691,391.48646062529025,469.2797,518.82715,-49.547447,1
2020-05-15,9796.494527024528,2.0,0.0,1.0,0.92,0.05,9230.572067195224,513.4085,0.0,187.29805,-102.59386,-1.8256264,221.1201636546565,501.47534,515.3568,-13.881438,0
2020-05-16,9309.29535940684,2.0,0.0,0.0,0.92,0.05,9157.355502068054,0.0,-487.19916,171.9993,-137.3938,-1.2518709,497.02883912830157,482.12015,508.70947,-26.58931,1
2020-05-17,9375.29710843331,2.0,0.0,1.0,0.92,0.05,9130.001205100532,66.00175,0.0,166.60738,-137.3938,-1.2126266,570.3080156204744,466.72665,500.3129,-33.58623,1
2020-05-18,9666.32719340344,2.0,0.0,0.0,0.92,0.05,9260.531220194476,291.0301,0.0,187.39525,-131.84843,-1.4212929,337.364567275689,472.5635,494.76303,-22.199518,1
2020-05-19,9708.439858793108,3.0,1.0,0.0,0.92,0.05,9418.200972733515,42.112667,0.0,190.40329,-131.54385,-1.447451,323.4881523784396,475.1106,490.83255,-15.721939,1
2020-05-20,9760.198937162191,5.0,0.0,0.0,0.91,0.05,9557.019856697449,51.75908,0.0,185.6123,-131.54385,-1.4110299,343.2913146396882,475.82074,487.83017,-12.009431,0
2020-05-21,9526.50759300584,5.0,0.0,0.0,0.91,0.05,9591.79436817561,0.0,-233.69135,175.50899,-148.2361,-1.1839828,643.5289743197065,452.31262,480.72665,-28.41404,0
2020-05-22,9059.962506871729,2.0,0.0,1.0,0.91,0.05,9486.575508153779,0.0,-466.54507,117.331894,-181.56075,-0.6462404,-182.6778661220805,391.52277,462.8859,-71.36313,1
2020-05-23,9131.767275081991,1.0,0.0,0.0,0.91,0.05,9461.214353250229,71.80477,0.0,122.46081,-171.74966,-0.7130192,-248.45534227584358,345.1616,439.34103,-94.17944,1
2020-05-24,9170.361063506129,0.0,0.0,0.0,0.91,0.05,9431.93777540349,38.59379,0.0,125.21751,-153.53294,-0.81557417,-442.2234529798893,307.98398,413.0696,-105.08565,0
2020-05-25,8731.848525870651,4.0,0.0,0.0,0.91,0.05,9298.440822898805,0.0,-438.51254,125.21751,-126.70097,-0.98829156,-8440.859222368465,240.36536,378.52875,-138.1634,1
2020-05-26,8883.691769863415,2.0,0.0,1.0,0.92,0.05,9180.61966733742,151.84325,0.0,136.06345,-116.13915,-1.1715554,682.9020911524469,196.76146,342.1753,-145.41385,0
2020-05-27,8839.130663273247,2.0,0.0,1.0,0.91,0.05,9049.038485353285,0.0,-44.561108,122.94094,-119.32209,-1.0303284,3397.2368593478063,156.80183,305.10062,-148.29877,1
2020-05-28,9174.118563996424,1.0,0.0,1.0,0.91,0.05,8998.697195494799,334.9879,0.0,111.5387,-119.32209,-0.9347699,-1433.0351060258001,150.4302,274.16653,-123.73633,1
2020-05-29,9546.04563503715,2.0,0.0,1.0,0.9,0.05,9068.137642375574,371.92706,0.0,101.432884,-119.32209,-0.8500763,-567.0060421820447,173.39328,254.01187,-80.61861,0
2020-05-30,9427.120373393418,1.0,0.0,0.0,0.9,0.05,9110.330942134347,0.0,-118.92526,101.432884,-93.01681,-1.090479,1205.2282466167908,179.92137,239.19377,-59.2724,1
